geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000122873,1,1,0,0,0,0,17831.529851792977,17831.529851792977,2010-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CISD1,-0.34399998,0.75331,0.42293,0,0.5,0.0,,
ENSG00000122958,1,1,0,0,0,1,75632.36795352261,75632.36795352261,2024-01-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VPS26A,0.125,1.8261,1.1252,1,-1.0,-1.0,Signal Transduction,R-HSA-162582
ENSG00000123405,1,1,0,1,0,0,56614.28807963426,56614.28807963426,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NFE2,0.20200002,1.7192,0.079076,2,0.75,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000123892,1,1,0,0,0,1,72148.96319633072,85928.28663449686,2024-07-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,RAB38,-0.18900001,-0.22979,0.52449,2,0.5,0.0,Rab regulation of trafficking;Post-translational protein modification,R-HSA-9007101;R-HSA-597592
ENSG00000124151,1,1,0,0,1,1,17199.976915777446,17199.976915777446,2013-08-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NCOA3,0.624,2.6824,1.8477,6,-1.0,-1.0,Signal Transduction;Developmental Biology;Gene expression (Transcription),R-HSA-162582;R-HSA-1266738;R-HSA-74160
ENSG00000124194,1,1,0,0,0,1,40100.67080961279,89589.23835564002,2012-09-01,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,GDAP1L1,0.116999984,2.0135,0.47689,0,0.75,0.5,,
ENSG00000124222,1,1,1,1,0,1,82152.41442677261,82152.41442677261,2023-01-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,STX16,0.023000002,1.2834,0.31367,2,-1.0,-1.0,,
ENSG00000124939,1,1,0,0,0,1,97257.17815683526,97257.17815683526,2024-03-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SCGB2A1,-0.556,-0.85957,0.048525,0,0.75,0.0,,
ENSG00000125149,1,1,1,0,0,0,406587.2658730814,406587.2658730814,2023-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PHAF1,0.40399998,1.3562,0.88497,0,0.5,-1.0,,
ENSG00000125207,1,1,0,0,0,1,10261.413828663603,10261.413828663603,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,PIWIL1,0.21200001,4.1657,0.39103,1,1.0,0.5,Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;Gene Silencing by RNA,R-HSA-74160;R-HSA-5601884;R-HSA-211000
ENSG00000125450,1,1,1,0,0,1,38944.05949995025,38944.05949995025,2024-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NUP85,0.648,1.1163,0.056768,35,-1.0,-1.0,Signal Transduction;Cytokine Signaling in Immune system;Immune System;Postmitotic nuclear pore complex (NPC) reformation;Gene expression (Transcription);Transport of the SLBP independent Mature mRNA;SUMOylation of DNA replication proteins;Interactions of Rev with host cellular proteins;Rev-mediated nuclear export of HIV RNA;Transport of the SLBP Dependant Mature mRNA;SUMOylation of ubiquitinylation proteins;Viral Messenger RNA Synthesis;SUMOylation of SUMOylation proteins;NEP/NS2 Interacts with the Cellular Export Machinery;Export of Viral Ribonucleoproteins from Nucleus;Nuclear import of Rev protein;Transport of Ribonucleoproteins into the Host Nucleus;Transport of Mature mRNA Derived from an Intronless Transcript;NS1 Mediated Effects on Host Pathways;Transport of Mature mRNAs Derived from Intronless Transcripts;Disease;Interactions of Vpr with host cellular proteins;SUMOylation of RNA binding proteins;Vpr-mediated nuclear import of PICs;snRNP Assembly;Metabolism of non-coding RNA;Transcriptional regulation by small RNAs;Gene Silencing by RNA;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm;tRNA processing in the nucleus;HCMV Late Events;ISG15 antiviral mechanism;Post-translational protein modification,R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9615933;R-HSA-74160;R-HSA-159227;R-HSA-4615885;R-HSA-177243;R-HSA-165054;R-HSA-159230;R-HSA-3232142;R-HSA-168325;R-HSA-4085377;R-HSA-168333;R-HSA-168274;R-HSA-180746;R-HSA-168271;R-HSA-159231;R-HSA-168276;R-HSA-159234;R-HSA-1643685;R-HSA-176033;R-HSA-4570464;R-HSA-180910;R-HSA-191859;R-HSA-194441;R-HSA-5578749;R-HSA-211000;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-159236;R-HSA-72202;R-HSA-6784531;R-HSA-9610379;R-HSA-1169408;R-HSA-597592
ENSG00000125851,1,1,0,0,0,1,433862.5685735124,433862.5685735124,2024-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PCSK2,0.751,3.5998,0.71307,1,0.5,0.0,,
ENSG00000125864,1,1,0,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BFSP1,-0.37100005,-0.76131,-1.0372,0,-1.0,0.0,,
ENSG00000125868,1,1,0,0,0,1,464892.4593283075,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,DSTN,-0.004999995,1.5791,0.30525,0,-1.0,-1.0,,
ENSG00000125977,1,1,0,0,0,1,28863.30790298137,28863.30790298137,2022-12-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EIF2S2,0.73899996,3.9025,0.77923,12,-1.0,-1.0,Cytokine Signaling in Immune system;Immune System;PERK regulates gene expression;Translation;Cellular response to starvation,R-HSA-1280215;R-HSA-168256;R-HSA-381042;R-HSA-72766;R-HSA-9711097
ENSG00000125999,1,1,0,0,0,1,28863.30790298137,28863.30790298137,2022-12-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BPIFB1,0.20499998,1.221,0.72528,1,0.75,0.0,Immune System;Antimicrobial peptides,R-HSA-168256;R-HSA-6803157
ENSG00000126005,1,1,0,0,0,1,130268.53228984597,130268.53228984597,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MMP24OS,,,,0,-1.0,-1.0,,
ENSG00000126215,1,1,1,0,1,1,384314.83364002535,384314.83364002535,2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,XRCC3,-0.79700005,-0.82052,-1.5462,4,-1.0,-1.0,,
ENSG00000126458,1,1,0,0,1,1,358386.30063935445,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RRAS,-0.17499995,-0.17086,-0.80909,2,-1.0,-1.0,Developmental Biology;Sema4D mediated inhibition of cell attachment and migration,R-HSA-1266738;R-HSA-416550
ENSG00000126467,1,1,0,0,0,1,71913.46219676935,384314.83364002535,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,TSKS,0.413,-0.14073,0.29041,0,1.0,0.5,,
ENSG00000126500,1,1,1,0,0,1,49367.473680139236,49367.473680139236,2021-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FLRT1,0.31800002,2.8445,1.9954,1,0.5,0.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000126581,1,1,0,0,0,1,158370.2523752734,158370.2523752734,2025-04-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BECN1,0.66999996,2.3443,1.2587,8,-1.0,-1.0,Cytokine Signaling in Immune system;Immune System;Disease;Translation of Replicase and Assembly of the Replication Transcription Complex_9679504;ISG15 antiviral mechanism;Post-translational protein modification,R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-9679504;R-HSA-1169408;R-HSA-597592
ENSG00000126822,1,1,1,0,0,1,551389.5206213495,551389.5206213495,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PLEKHG3,0.19099998,1.6196,0.96551,5,-1.0,-1.0,Signal Transduction,R-HSA-162582
ENSG00000127914,1,1,1,0,1,0,303059.79257468163,303059.79257468163,2024-07-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AKAP9,0.338,2.0527,1.2107,10,-1.0,-1.0,Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1643685;R-HSA-5663202
ENSG00000127954,1,1,0,0,0,1,11231.262381898725,11231.262381898725,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STEAP4,-0.10699999,1.2978,0.55049,1,0.5,0.0,Transferrin endocytosis and recycling;Iron uptake and transport,R-HSA-917977;R-HSA-917937
ENSG00000127995,1,1,0,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CASD1,0.38300002,1.1221,-0.44813,0,-1.0,-1.0,,
ENSG00000128228,1,1,0,0,0,1,2010.4597478176527,2010.4597478176527,2019-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SDF2L1,-0.849,-0.056208,-1.7156,0,0.5,-1.0,,
ENSG00000128596,4,1,1,0,1,1,5495.191484272216,506796.91138105374,2021-01-25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CCDC136,0.075999975,1.1734,0.60983,0,0.75,0.0,,
ENSG00000128944,2,1,1,0,1,0,225895.43837715342,225895.43837715342,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,KNSTRN,-0.10899997,-0.24472,-0.051458,0,0.5,-1.0,,
ENSG00000129235,2,1,1,0,0,0,260210.21963428933,275021.63051358337,2023-01-18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TXNDC17,-0.38,-0.042434,-0.29441,0,0.5,-1.0,,
ENSG00000129675,1,1,1,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ARHGEF6,,,,7,-1.0,-1.0,Signal Transduction;Regulation of cytoskeletal remodeling and cell spreading by IPP complex components;G-protein beta:gamma signalling,R-HSA-162582;R-HSA-446388;R-HSA-397795
ENSG00000129946,1,1,0,0,1,0,72982.48880358285,72982.48880358285,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,SHC2,-0.48399997,-2.2722,-1.6876,3,0.5,0.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000130226,2,1,0,0,0,1,323648.5577791949,399832.86333511875,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,DPP6,0.24900001,1.372,-0.31178,0,0.5,0.0,,
ENSG00000130294,1,1,1,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,KIF1A,0.696,5.035,-0.55926,2,0.5,0.0,Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Kinesins,R-HSA-8856688;R-HSA-6811434;R-HSA-983189
ENSG00000130348,1,1,0,0,0,1,286678.73247515375,286678.73247515375,2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,QRSL1,-0.10500002,1.9873,0.24875,0,-1.0,-1.0,,
ENSG00000130479,3,1,1,0,1,1,64006.74892515976,461914.58891516324,2017-12-06,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,MAP1S,0.22299999,-2.4142,-4.1559,0,0.5,-1.0,,
ENSG00000130545,2,1,0,0,1,1,260210.21963428933,275021.63051358337,2023-01-18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CRB3,-0.36800003,-0.18461,-0.68848,2,0.5,0.0,Tight junction interactions;Disease,R-HSA-420029;R-HSA-1643685
ENSG00000130699,1,1,1,0,0,1,107949.90929360976,143413.24457139417,2023-06-29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TAF4,0.795,0.80468,-3.548,9,-1.0,0.0,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;RNA Polymerase II Pre-transcription Events;Transcription of the HIV genome;HIV Life Cycle;Late Phase of HIV Life Cycle,R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-674695;R-HSA-167172;R-HSA-162587;R-HSA-162599
ENSG00000130751,1,1,0,0,0,0,101032.95487940393,101032.95487940393,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NPAS1,0.08200002,-1.4003,-2.4275,0,0.5,0.5,,
ENSG00000131094,1,1,0,0,0,1,195666.44200393453,195666.44200393453,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,C1QL1,-0.72300005,-0.041812,-0.80625,0,0.5,0.0,,
ENSG00000131183,3,1,1,0,0,1,43732.839609234245,230316.30849350386,2016-01-21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,SLC34A1,-0.288,0.96869,0.23249,3,1.0,0.5,Disease;Surfactant metabolism;Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-1643685;R-HSA-5683826;R-HSA-425393
ENSG00000131626,2,1,1,0,0,1,101603.42051482818,182720.23308494932,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,PPFIA1,0.776,1.8893,0.58705,6,-1.0,-1.0,Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Receptor-type tyrosine-protein phosphatases;Neurotransmitter release cycle,R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-388844;R-HSA-112310
ENSG00000131778,2,1,1,0,1,1,195005.6685718255,1424218.0900670097,2021-09-30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CHD1L,-0.15199995,-0.75107,-0.48488,2,-1.0,-1.0,Formation of Incision Complex in GG-NER,R-HSA-5696395
ENSG00000131831,1,1,0,0,0,1,129783.42151918238,129783.42151918238,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RAI2,,,,0,-1.0,0.0,,
ENSG00000131951,1,1,0,0,0,0,11679.569250778799,11679.569250778799,2023-01-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,LRRC9,,,,0,0.75,0.5,,
ENSG00000132026,1,1,1,1,0,0,275021.63051358337,275021.63051358337,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RTBDN,-0.60800004,-0.23395,-0.62775,0,1.0,0.5,,
ENSG00000132153,1,1,0,0,0,0,765591.3646788632,765591.3646788632,2020-06-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DHX30,0.92,6.9127,-0.40554,0,-1.0,-1.0,,
ENSG00000132185,1,1,0,0,0,1,22938.587937312015,22938.587937312015,2021-02-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FCRLA,-0.18400002,0.57396,0.16114,0,1.0,0.5,,
ENSG00000132376,2,1,1,0,0,0,138890.6106237268,203090.6413944402,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,INPP5K,-0.113000035,0.4278,-0.5239,1,0.5,-1.0,,
ENSG00000132623,1,1,0,0,0,1,86219.88882073302,86219.88882073302,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ANKEF1,0.23000002,0.80586,1.0327,0,0.5,0.0,,
ENSG00000132740,1,1,1,0,0,0,278498.5074409075,278498.5074409075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,IGHMBP2,-0.019000053,1.2105,0.28861,0,-1.0,0.0,,
ENSG00000132881,1,1,0,0,0,1,180089.50342935527,180089.50342935527,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CPLANE2,-0.64900005,0.45979,0.48907,0,-1.0,-1.0,,
ENSG00000133302,1,1,0,0,0,1,260210.21963428933,260210.21963428933,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SLF1,-0.019000053,0.439,-0.45615,0,0.5,0.0,,
ENSG00000133477,1,1,0,0,1,1,232586.34864014547,521818.7070055739,2021-01-04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FAM83F,-0.54999995,0.05118,-1.1472,0,0.5,0.0,,
ENSG00000133703,1,1,0,0,0,1,464892.4593283075,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,KRAS,0.736,3.0903,0.5771,71,-1.0,-1.0,Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Constitutive Signaling by Overexpressed ERBB2;Developmental Biology;Gene expression (Transcription);p38MAPK events;Disease;EGFR Transactivation by Gastrin;SHC-mediated cascade:FGFR4;Gastrin-CREB signalling pathway via PKC and MAPK;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Transcriptional regulation by RUNX3,R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-9634285;R-HSA-1266738;R-HSA-74160;R-HSA-171007;R-HSA-1643685;R-HSA-2179392;R-HSA-5654719;R-HSA-881907;R-HSA-9006934;R-HSA-5663202;R-HSA-8878159
ENSG00000133985,1,1,0,0,0,1,87037.83598345588,278190.43024910334,2014-09-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TTC9,0.07499999,-0.39369,-1.4636,0,0.5,0.0,,
ENSG00000134255,1,1,1,0,0,1,190279.23963861223,190279.23963861223,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CEPT1,0.64100003,3.3681,0.35071,2,-1.0,-1.0,,
ENSG00000134278,1,1,0,0,0,0,9724.911607071434,9724.911607071434,2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SPIRE1,0.38599998,0.82881,-1.0227,0,-1.0,-1.0,,
ENSG00000134318,2,1,1,0,0,1,143284.77790855977,189557.6027707886,2023-01-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ROCK2,0.65400004,4.2964,0.82743,12,-1.0,-1.0,Signal Transduction;Developmental Biology;Disease;RHOBTB1 GTPase cycle;RHOBTB GTPase Cycle;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9013422;R-HSA-9706574;R-HSA-9006934
ENSG00000134480,1,1,1,0,1,1,515513.2178404211,765591.3646788632,2020-06-15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CCNH,-0.049999952,0.5227,0.43785,33,-1.0,-1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;RNA Polymerase I Transcription Termination;Cyclin A/B1/B2 associated events during G2/M transition;Formation of TC-NER Pre-Incision Complex;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Disease;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;RNA Polymerase I Transcription Initiation;Gap-filling DNA repair synthesis and ligation in TC-NER;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Transcription-Coupled Nucleotide Excision Repair (TC-NER),R-HSA-212436;R-HSA-73857;R-HSA-73863;R-HSA-69273;R-HSA-6781823;R-HSA-74160;R-HSA-73772;R-HSA-1643685;R-HSA-5250941;R-HSA-427413;R-HSA-674695;R-HSA-112382;R-HSA-75955;R-HSA-73762;R-HSA-6782210;R-HSA-73864;R-HSA-73854;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-6781827
ENSG00000134757,1,1,0,0,0,1,11635.351260982607,11635.351260982607,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,DSG3,0.13800001,0.42856,0.34031,3,0.5,0.5,Developmental Biology,R-HSA-1266738
ENSG00000135346,1,1,0,0,0,1,4529.317023064712,5831.6298337927,2019-07-24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,CGA,0.204,1.123,-0.4731,8,1.0,0.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Metabolism of amine-derived hormones;Metabolism of steroids;Post-translational protein modification;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-209776;R-HSA-8957322;R-HSA-597592;R-HSA-8864260
ENSG00000135404,1,1,0,0,1,0,21408.6965896625,21408.6965896625,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CD63,0.19999999,1.2923,-0.0032855,2,-1.0,-1.0,Immune System,R-HSA-168256
ENSG00000135486,1,1,0,0,0,1,56614.28807963426,56614.28807963426,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,HNRNPA1,0.643,4.1174,0.25937,5,-1.0,-1.0,Signal Transduction;FGFR2 alternative splicing;Disease;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-6803529;R-HSA-1643685;R-HSA-9006934
ENSG00000135506,1,1,1,0,0,1,38092.548464040476,38092.548464040476,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,OS9,0.10900003,1.3387,1.6959,5,-1.0,-1.0,Signal Transduction;ER Quality Control Compartment (ERQC);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Disease;Hedgehog ligand biogenesis;Hh mutants are degraded by ERAD;Hh mutants abrogate ligand secretion;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification,R-HSA-162582;R-HSA-901032;R-HSA-901042;R-HSA-532668;R-HSA-1643685;R-HSA-5358346;R-HSA-5362768;R-HSA-5387390;R-HSA-5663202;R-HSA-597592
ENSG00000135801,1,1,0,0,0,1,1129585.974638378,1129585.974638378,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TAF5L,0.78,2.8138,0.97681,1,-1.0,-1.0,,
ENSG00000135899,1,1,1,0,0,0,78751.06843456876,78751.06843456876,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,SP110,0.17400002,1.5861,1.1541,0,0.5,-1.0,,
ENSG00000135912,2,1,0,0,0,1,29713.571045654095,39053.6332038119,2023-01-18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TTLL4,0.24599999,1.8831,1.0432,1,-1.0,-1.0,Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification,R-HSA-8955332;R-HSA-597592
ENSG00000135976,1,1,1,0,1,0,171880.2916512608,323648.5577791949,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,ANKRD36,-0.13199997,0.77497,2.2705,0,0.5,0.0,,
ENSG00000136231,1,1,0,0,0,1,515513.2178404211,1424218.0900670097,2020-06-15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,IGF2BP3,0.804,2.3455,0.44635,1,0.5,0.5,,
ENSG00000136436,1,1,1,1,1,1,125558.52890364222,125558.52890364222,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CALCOCO2,0.06699997,1.0594,0.21309,0,-1.0,-1.0,,
ENSG00000136492,1,1,0,0,0,1,263416.51565448404,263416.51565448404,2023-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BRIP1,0.15200001,2.4664,1.8699,15,0.75,0.5,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685
ENSG00000136750,1,1,0,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GAD2,0.61,1.5767,-0.020229,3,1.0,0.5,"Generic Transcription Pathway;RNA Polymerase II Transcription;GABA synthesis, release, reuptake and degradation;Gene expression (Transcription);Neurotransmitter release cycle",R-HSA-212436;R-HSA-73857;R-HSA-888590;R-HSA-74160;R-HSA-112310
