approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
MAFB	ENSG00000204103	R-HSA-1266738	Developmental Biology	28	-15.574487	5.9216394	5
MAGED1	ENSG00000179222	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1	-4.447612	2.339984	51
MAGOH	ENSG00000162385	R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-9010553;R-HSA-159236;R-HSA-72202	RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Regulation of expression of SLITs and ROBOs;Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm	1	-4.497176	4.0074162	-1
MALT1	ENSG00000172175	R-HSA-168256	Immune System	1	-4.834895	-21.452644	31
MAML2	ENSG00000184384	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-5663202;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers;Transcriptional regulation by RUNX3	6	-1.6328679	2.8050883	60
MAML3	ENSG00000196782	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-5663202;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers;Transcriptional regulation by RUNX3	15	-1.4317839	2.7677095	60
MAN1A2	ENSG00000198162	R-HSA-597592	Post-translational protein modification	1	23.187525	1.8065336	21
MAN2A1	ENSG00000112893	R-HSA-1643685;R-HSA-975578;R-HSA-597592	Disease;Reactions specific to the complex N-glycan synthesis pathway;Post-translational protein modification	1	6.73279	-0.02109001	-1
MAN2A2	ENSG00000196547	R-HSA-975578;R-HSA-597592	Reactions specific to the complex N-glycan synthesis pathway;Post-translational protein modification	2	9.357582	-0.009171385	-1
MANBA	ENSG00000109323	R-HSA-168256	Immune System	14	-5.4980044	-22.366243	31
MAP1LC3A	ENSG00000101460	R-HSA-8934903	Receptor Mediated Mitophagy	6	2.7011921	1.2738869	-1
MAP2K1	ENSG00000169032	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	5	7.9129443	3.212407	57
MAP2K3	ENSG00000034152	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins	4	7.1025805	7.2816153	55
MAP2K4	ENSG00000065559	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins	6	7.0183516	7.5273666	55
MAP2K5	ENSG00000137764	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	3	-17.17416	21.91283	9
MAP2K6	ENSG00000108984	R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147	Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins	8	3.135197	4.5493755	56
MAP2K7	ENSG00000076984	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins	2	6.8223743	7.4304466	55
MAP3K1	ENSG00000095015	R-HSA-168256	Immune System	21	-5.0184712	-22.17669	31
MAP3K11	ENSG00000173327	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	3	14.802772	12.379869	33
MAP3K14	ENSG00000006062	R-HSA-1280215;R-HSA-168256;R-HSA-5607761;R-HSA-5676590	Cytokine Signaling in Immune system;Immune System;Dectin-1 mediated noncanonical NF-kB signaling;NIK-->noncanonical NF-kB signaling	4	5.196732	3.5482955	-1
MAP3K3	ENSG00000198909	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	1	-10.0984125	-10.491989	29
MAP3K8	ENSG00000107968	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	5	-9.642539	-10.829402	29
MAPK1	ENSG00000100030	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-202670;R-HSA-1643685;R-HSA-9637690;R-HSA-449147;R-HSA-9635486;R-HSA-111461;R-HSA-450341;R-HSA-881907;R-HSA-437239;R-HSA-9006934;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793;R-HSA-112411	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);ERKs are inactivated;Disease;Response of Mtb to phagocytosis;Signaling by Interleukins;Infection with Mycobacterium tuberculosis;Cytochrome c-mediated apoptotic response;Activation of the AP-1 family of transcription factors;Gastrin-CREB signalling pathway via PKC and MAPK;Recycling pathway of L1;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;MAPK1 (ERK2) activation	1	2.320886	2.8441846	56
MAPK10	ENSG00000109339	R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-450341	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Activation of the AP-1 family of transcription factors	1	5.3101773	5.6609387	-1
MAPK14	ENSG00000112062	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-418592;R-HSA-74160;R-HSA-392518;R-HSA-171007;R-HSA-1643685;R-HSA-449147;R-HSA-450341;R-HSA-9006934;R-HSA-9662834	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;ADP signalling through P2Y purinoceptor 1;Gene expression (Transcription);Signal amplification;p38MAPK events;Disease;Signaling by Interleukins;Activation of the AP-1 family of transcription factors;Signaling by Receptor Tyrosine Kinases;CD163 mediating an anti-inflammatory response	7	3.526773	2.4828308	56
MAPK3	ENSG00000102882	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-202670;R-HSA-1643685;R-HSA-9637690;R-HSA-449147;R-HSA-9635486;R-HSA-111461;R-HSA-450341;R-HSA-881907;R-HSA-73728;R-HSA-73864;R-HSA-73854;R-HSA-1169408;R-HSA-9006934;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);ERKs are inactivated;Disease;Response of Mtb to phagocytosis;Signaling by Interleukins;Infection with Mycobacterium tuberculosis;Cytochrome c-mediated apoptotic response;Activation of the AP-1 family of transcription factors;Gastrin-CREB signalling pathway via PKC and MAPK;RNA Polymerase I Promoter Opening;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;ISG15 antiviral mechanism;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	9	1.742483	2.6543388	56
MAPK4	ENSG00000141639	R-HSA-162582	Signal Transduction	1	6.5728383	-15.22749	10
MAPKAP1	ENSG00000119487	R-HSA-162582;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	5	1.6293503	2.6664886	-1
MAPKAPK2	ENSG00000162889	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-199920;R-HSA-171007;R-HSA-2142691;R-HSA-449147;R-HSA-2142753;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;CREB phosphorylation;p38MAPK events;Synthesis of Leukotrienes (LT) and Eoxins (EX);Signaling by Interleukins;Arachidonate metabolism;Signaling by Receptor Tyrosine Kinases	1	5.489565	2.3383214	-1
MAPKAPK5	ENSG00000089022	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	12	-4.820111	2.2709076	51
MAPRE1	ENSG00000101367	R-HSA-162582	Signal Transduction	3	6.3097906	-15.469852	10
MAPT	ENSG00000186868	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	27	-17.305374	-14.817981	30
MARCHF6	ENSG00000145495	R-HSA-901032;R-HSA-901042;R-HSA-532668;R-HSA-597592	ER Quality Control Compartment (ERQC);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Post-translational protein modification	1	5.3726006	-2.8993258	-1
MARK3	ENSG00000075413	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Diseases of signal transduction by growth factor receptors and second messengers	11	11.607208	-2.3344107	52
MARS2	ENSG00000247626	R-HSA-379724;R-HSA-379726;R-HSA-72766	tRNA Aminoacylation;Mitochondrial tRNA aminoacylation;Translation	1	11.242581	11.145747	23
MAT1A	ENSG00000151224	R-HSA-1643685;R-HSA-156580	Disease;Phase II - Conjugation of compounds	2	0.6836091	1.4034475	-1
MAT2A	ENSG00000168906	R-HSA-156580	Phase II - Conjugation of compounds	9	-0.8202792	13.385157	25
MAT2B	ENSG00000038274	R-HSA-156580;R-HSA-597592	Phase II - Conjugation of compounds;Post-translational protein modification	3	-0.4630146	4.520662	-1
MAX	ENSG00000125952	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8953750	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional Regulation by E2F6	2	16.561789	-0.24104105	36
MBD2	ENSG00000134046	R-HSA-74160;R-HSA-5250941;R-HSA-427413;R-HSA-73728;R-HSA-73864;R-HSA-73854	Gene expression (Transcription);Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Promoter Opening;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	3	1.7705209	1.7527908	-1
MBD5	ENSG00000204406	R-HSA-597592	Post-translational protein modification	1	23.977844	2.5312877	21
MBD6	ENSG00000166987	R-HSA-597592	Post-translational protein modification	1	24.344164	2.0741904	21
MBIP	ENSG00000151332	R-HSA-74160	Gene expression (Transcription)	14	1.5343797	26.690323	14
MBL2	ENSG00000165471	R-HSA-168256;R-HSA-1643685	Immune System;Disease	5	-6.7662024	17.505217	-1
MBOAT1	ENSG00000172197	R-HSA-1482801;R-HSA-1482839	Acyl chain remodelling of PS;Acyl chain remodelling of PE	2	-9.959798	-4.3794065	26
MC1R	ENSG00000258839	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	30	-12.727692	11.028254	42
MC4R	ENSG00000166603	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	24	-12.777845	11.158049	42
MCCC1	ENSG00000078070	R-HSA-1643685	Disease	2	-12.849351	-2.6171136	3
MCF2L	ENSG00000126217	R-HSA-162582	Signal Transduction	8	6.426088	-15.229001	10
MCHR1	ENSG00000128285	R-HSA-162582;R-HSA-5620922;R-HSA-5620920	Signal Transduction;BBSome-mediated cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	3	4.36086	-1.4081861	-1
MCHR2	ENSG00000152034	R-HSA-162582	Signal Transduction	9	6.064296	-15.4242935	10
MCL1	ENSG00000143384	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	4	7.936536	5.8525205	55
MCM6	ENSG00000076003	R-HSA-176974	Unwinding of DNA	8	4.2483654	0.99264765	-1
MCM8	ENSG00000125885	R-HSA-113507;R-HSA-113510;R-HSA-176974	E2F-enabled inhibition of pre-replication complex formation;E2F mediated regulation of DNA replication;Unwinding of DNA	5	3.3090968	2.2523317	-1
MCPH1	ENSG00000147316	R-HSA-2299718	Condensation of Prophase Chromosomes	1	19.811087	5.5167775	-1
MCRS1	ENSG00000187778	R-HSA-74160;R-HSA-597592	Gene expression (Transcription);Post-translational protein modification	1	-0.14802043	4.859235	-1
MCU	ENSG00000156026	R-HSA-8949215	Mitochondrial calcium ion transport	1	7.802792	-9.636186	6
MCUB	ENSG00000005059	R-HSA-8949215	Mitochondrial calcium ion transport	5	7.8218575	-9.738838	6
MDGA1	ENSG00000112139	R-HSA-597592	Post-translational protein modification	4	23.638773	1.1256975	21
MDK	ENSG00000110492	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	9	-17.496925	21.721407	9
MDM2	ENSG00000135679	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-3232142;R-HSA-1643685;R-HSA-5663202;R-HSA-597592;R-HSA-8878159	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);SUMOylation of ubiquitinylation proteins;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification;Transcriptional regulation by RUNX3	1	0.8817681	1.7332591	59
MDM4	ENSG00000198625	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-597592	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Post-translational protein modification	16	0.95184636	7.4656835	-1
ME1	ENSG00000065833	R-HSA-9861718;R-HSA-70268	Regulation of pyruvate metabolism;Pyruvate metabolism	2	7.219705	15.843809	19
ME3	ENSG00000151376	R-HSA-70268	Pyruvate metabolism	5	7.260339	16.216066	19
MECOM	ENSG00000085276	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	24	-12.780131	10.6965275	42
MECP2	ENSG00000169057	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-5663202	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers	1	-1.5878415	1.9690003	-1
MED1	ENSG00000125686	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-8957322;R-HSA-1655829	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	2	0.8810301	3.5307047	-1
MED12L	ENSG00000144893	R-HSA-1266738	Developmental Biology	1	-16.04383	5.7516637	5
MED13	ENSG00000108510	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	3	-1.0181415	3.993007	-1
MED13L	ENSG00000123066	R-HSA-1266738;R-HSA-1643685	Developmental Biology;Disease	8	4.697778	-1.7832481	-1
MED19	ENSG00000156603	R-HSA-1266738;R-HSA-1643685	Developmental Biology;Disease	8	4.7059345	-2.039674	-1
MED23	ENSG00000112282	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	1	-1.3749532	3.705873	-1
MED24	ENSG00000008838	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	6	-1.2088284	3.5182707	-1
MED27	ENSG00000160563	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	6	-1.3093588	3.7842221	-1
MED30	ENSG00000164758	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	1	-1.3585094	3.519975	-1
MED7	ENSG00000155868	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease	2	-1.1793083	3.9492285	-1
MEF2A	ENSG00000068305	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	3	6.4463105	4.955656	57
MEF2C	ENSG00000081189	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	15	2.961846	4.747676	56
MEF2D	ENSG00000116604	R-HSA-162582;R-HSA-1266738;R-HSA-9006934	Signal Transduction;Developmental Biology;Signaling by Receptor Tyrosine Kinases	8	-19.81301	0.52317107	45
MEIS1	ENSG00000143995	R-HSA-1266738	Developmental Biology	15	-16.562721	5.7835317	5
MEMO1	ENSG00000162959	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	2	-17.159101	21.31706	9
MEN1	ENSG00000133895	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-2173796;R-HSA-2173793;R-HSA-201722;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Formation of the beta-catenin:TCF transactivating complex;Post-translational protein modification	2	1.4613051	4.7599144	-1
MEPE	ENSG00000152595	R-HSA-597592	Post-translational protein modification	2	24.234615	1.3844712	21
MET	ENSG00000105976	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-416550;R-HSA-9006934;R-HSA-5663202;R-HSA-9825892	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Sema4D mediated inhibition of cell attachment and migration;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	11	0.8128199	2.3855703	59
MEX3C	ENSG00000176624	R-HSA-168256	Immune System	1	-4.8770213	-22.012218	31
MFGE8	ENSG00000140545	R-HSA-597592	Post-translational protein modification	6	23.18753	1.3180672	21
MFN1	ENSG00000171109	R-HSA-162582	Signal Transduction	2	5.8046594	-15.286825	10
MFN2	ENSG00000116688	R-HSA-162582	Signal Transduction	4	6.1893926	-15.480608	10
MFSD4B	ENSG00000173214	R-HSA-189200	Cellular hexose transport	1	10.186592	-28.304836	16
MGA	ENSG00000174197	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8953750	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional Regulation by E2F6	3	16.834215	0.3257031	36
MGAT1	ENSG00000131446	R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	1	7.8891735	-1.0881174	-1
MGAT3	ENSG00000128268	R-HSA-597592	Post-translational protein modification	4	23.168766	1.9059861	21
MGAT5	ENSG00000152127	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	5	23.170782	17.76619	44
MGLL	ENSG00000074416	R-HSA-162582;R-HSA-74160;R-HSA-1482883	Signal Transduction;Gene expression (Transcription);Acyl chain remodeling of DAG and TAG	1	1.7962795	2.6646338	-1
MGMT	ENSG00000170430	R-HSA-73942	DNA Damage Reversal	5	8.486832	2.0589232	-1
MGST1	ENSG00000008394	R-HSA-168256;R-HSA-156590;R-HSA-5423646;R-HSA-156580	Immune System;Glutathione conjugation;Aflatoxin activation and detoxification;Phase II - Conjugation of compounds	3	0.3126209	5.199755	-1
MGST2	ENSG00000085871	R-HSA-156590;R-HSA-5423646;R-HSA-156580	Glutathione conjugation;Aflatoxin activation and detoxification;Phase II - Conjugation of compounds	1	0.0896011	14.385557	25
MIA3	ENSG00000154305	R-HSA-597592	Post-translational protein modification	9	23.463617	2.2892742	21
MICOS10	ENSG00000173436	R-HSA-8949613	Cristae formation	1	0.9323378	0.8388323	-1
MICU2	ENSG00000165487	R-HSA-8949215	Mitochondrial calcium ion transport	1	7.7620397	-9.585662	6
MID1	ENSG00000101871	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1	-17.000277	-14.327925	30
MIGA1	ENSG00000180488	R-HSA-1483166	Synthesis of PA	2	-9.934879	-3.7501094	26
MITF	ENSG00000187098	R-HSA-1266738;R-HSA-9857377;R-HSA-9825892;R-HSA-597592	Developmental Biology;Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy;Regulation of MITF-M-dependent genes involved in cell cycle and proliferation;Post-translational protein modification	12	3.4562078	-3.273011	-1
MKLN1	ENSG00000128585	R-HSA-9861718;R-HSA-70268	Regulation of pyruvate metabolism;Pyruvate metabolism	8	7.5274973	15.934377	19
MKRN1	ENSG00000133606	R-HSA-162582;R-HSA-168256	Signal Transduction;Immune System	4	23.53047	23.719576	49
MLANA	ENSG00000120215	R-HSA-1266738	Developmental Biology	1	-16.174025	4.912926	5
MLH1	ENSG00000076242	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease	2	14.4084425	21.737734	47
MLLT3	ENSG00000171843	R-HSA-73857;R-HSA-74160;R-HSA-674695;R-HSA-112382;R-HSA-75955	RNA Polymerase II Transcription;Gene expression (Transcription);RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation	5	-5.373178	29.434404	36
MLN	ENSG00000096395	R-HSA-162582	Signal Transduction	19	6.482544	-15.171648	10
MLPH	ENSG00000115648	R-HSA-1266738	Developmental Biology	2	-15.364816	5.8340154	5
MMAA	ENSG00000151611	R-HSA-1643685	Disease	4	-12.910781	-3.2208734	3
MMAB	ENSG00000139428	R-HSA-1643685	Disease	5	-13.327666	-2.9037206	3
MMACHC	ENSG00000132763	R-HSA-1643685	Disease	1	-12.852133	-2.9995978	3
MME	ENSG00000196549	R-HSA-168256;R-HSA-2022377	Immune System;Metabolism of Angiotensinogen to Angiotensins	2	6.9535904	6.43463	-1
MMP10	ENSG00000166670	R-HSA-162582	Signal Transduction	1	5.8682756	-15.699114	10
MMP13	ENSG00000137745	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8941332	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);RUNX2 regulates genes involved in cell migration	1	-0.1323364	5.8879156	-1
MMP14	ENSG00000157227	R-HSA-162582	Signal Transduction	7	6.210306	-15.32742	10
MMP16	ENSG00000156103	R-HSA-162582	Signal Transduction	6	6.5935903	-15.4905405	10
MMP2	ENSG00000087245	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-449147;R-HSA-3928665;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Signaling by Interleukins;EPH-ephrin mediated repulsion of cells;Interleukin-4 and Interleukin-13 signaling	3	5.8852477	5.091712	57
MMP3	ENSG00000149968	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-2179392;R-HSA-449147;R-HSA-881907;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;EGFR Transactivation by Gastrin;Signaling by Interleukins;Gastrin-CREB signalling pathway via PKC and MAPK;Interleukin-4 and Interleukin-13 signaling	5	6.536407	3.8794446	-1
MMP7	ENSG00000137673	R-HSA-162582	Signal Transduction	3	6.6056376	-15.048145	10
MMP9	ENSG00000100985	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-449147;R-HSA-3928665;R-HSA-9006934;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Signaling by Interleukins;EPH-ephrin mediated repulsion of cells;Signaling by Receptor Tyrosine Kinases;Interleukin-4 and Interleukin-13 signaling	4	6.2709146	5.018793	57
MMRN1	ENSG00000138722	R-HSA-597592	Post-translational protein modification	2	23.376	1.3568486	21
MMUT	ENSG00000146085	R-HSA-1643685	Disease	5	-12.652073	-3.1460276	3
